CustomerID,Actual Churn,Churn Probability,Predicted Churn,Risk Level
2754-XBHTB,1,73.87,1,High Risk
8414-MYSHR,1,73.86,1,High Risk
1792-UXAFY,1,73.86,1,High Risk
7590-VHVEG,0,73.84,1,High Risk
4647-MUZON,0,73.82,1,High Risk
0601-WZHJF,1,73.81,1,High Risk
1628-BIZYP,0,73.79,1,High Risk
9840-DVNDC,1,73.75,1,High Risk
2685-SREOM,1,73.73,1,High Risk
9658-WYUFB,1,73.73,1,High Risk
3249-ZPQRG,1,73.68,1,High Risk
4550-EVXNY,1,73.66,1,High Risk
8087-LGYHQ,0,73.66,1,High Risk
0432-CAJZV,0,73.63,1,High Risk
4077-CROMM,1,73.6,1,High Risk
9889-TMAHG,1,73.58,1,High Risk
7503-ZGUZJ,1,73.56,1,High Risk
0689-NKYLF,1,73.53,1,High Risk
6161-UUUTA,1,73.52,1,High Risk
7029-RPUAV,1,73.46,1,High Risk
6712-OAWRH,1,73.45,1,High Risk
1915-IOFGU,1,73.45,1,High Risk
9574-RKJIF,1,73.37,1,High Risk
0515-YPMCW,1,73.36,1,High Risk
5981-ITEMU,1,73.34,1,High Risk
2091-RFFBA,1,73.29,1,High Risk
4390-KYULV,1,73.28,1,High Risk
6087-MVHJH,1,73.26,1,High Risk
6015-VVHHE,1,73.22,1,High Risk
6331-EWIEB,1,73.22,1,High Risk
3066-RRJIO,1,73.21,1,High Risk
5108-ADXWO,1,73.2,1,High Risk
0402-CQAJN,1,73.09,1,High Risk
7240-FQLHE,1,73.07,1,High Risk
5628-FCGYG,0,73.04,1,High Risk
0772-GYEQQ,1,73.02,1,High Risk
3585-ISXZP,1,72.99,1,High Risk
4806-KEXQR,1,72.95,1,High Risk
9603-OAIHC,0,72.95,1,High Risk
2725-KXXWT,1,72.94,1,High Risk
6543-CPZMK,1,72.94,1,High Risk
2929-QNSRW,1,72.9,1,High Risk
7351-KYHQH,0,72.88,1,High Risk
1960-UYCNN,0,72.77,1,High Risk
4806-HIPDW,1,72.76,1,High Risk
5393-RXQSZ,1,72.76,1,High Risk
7480-QNVZJ,1,72.76,1,High Risk
9492-TOKRI,1,72.76,1,High Risk
6702-OHFWR,1,72.71,1,High Risk
6646-VRFOL,1,72.69,1,High Risk
0495-ZBNGW,1,72.69,1,High Risk
9172-ANCRX,1,72.66,1,High Risk
8417-FMLZI,1,72.66,1,High Risk
5976-JCJRH,1,72.64,1,High Risk
8118-LSUEL,1,72.62,1,High Risk
2984-AFWNC,0,72.62,1,High Risk
2665-NPTGL,0,72.62,1,High Risk
4884-ZTHVF,0,72.57,1,High Risk
6365-MTGZX,1,72.55,1,High Risk
1428-GTBJJ,1,72.54,1,High Risk
9824-BEMCV,1,72.5,1,High Risk
2761-OCIAX,1,72.42,1,High Risk
7142-HVGBG,1,72.4,1,High Risk
3753-TSEMP,1,72.38,1,High Risk
2260-USTRB,1,72.37,1,High Risk
6877-LGWXO,1,72.34,1,High Risk
9734-YWGEX,1,72.31,1,High Risk
1496-GGSUK,1,72.28,1,High Risk
8861-HGGKB,1,72.25,1,High Risk
4229-CZMLL,1,72.24,1,High Risk
7928-VJYAB,0,72.24,1,High Risk
6319-IEJWJ,1,72.2,1,High Risk
4480-QQRHC,0,72.17,1,High Risk
5940-NFXKV,1,72.17,1,High Risk
8063-GBATB,1,72.17,1,High Risk
8849-AYPTR,0,72.15,1,High Risk
6127-ISGTU,1,72.15,1,High Risk
1704-NRWYE,1,72.12,1,High Risk
5331-RGMTT,0,72.11,1,High Risk
6959-UWKHF,1,72.1,1,High Risk
3235-ETOOB,1,72.06,1,High Risk
2962-XPMCQ,1,72.04,1,High Risk
0661-XEYAN,1,71.99,1,High Risk
2860-RANUS,1,71.98,1,High Risk
4587-VVTOX,1,71.96,1,High Risk
1564-NTYXF,1,71.94,1,High Risk
8854-CCVSQ,1,71.93,1,High Risk
6946-LMSQS,1,71.91,1,High Risk
7668-XCFYV,0,71.91,1,High Risk
2276-YDAVZ,1,71.91,1,High Risk
5564-NEMQO,1,71.88,1,High Risk
5339-PXDVH,0,71.83,1,High Risk
8949-JTMAY,1,71.83,1,High Risk
6086-ESGRL,1,71.81,1,High Risk
5519-YLDGW,1,71.79,1,High Risk
5054-IEXZT,1,71.78,1,High Risk
1342-JPNKI,1,71.74,1,High Risk
9330-IJWIO,1,71.71,1,High Risk
3677-TNKIO,1,71.7,1,High Risk
2195-ZRVAX,1,71.69,1,High Risk
3006-XIMLN,1,71.69,1,High Risk
0634-SZPQA,1,71.66,1,High Risk
7675-OZCZG,1,71.62,1,High Risk
7206-GZCDC,1,71.59,1,High Risk
2272-QAGFO,1,71.57,1,High Risk
9506-UXUSK,0,71.55,1,High Risk
1842-EZJMK,1,71.5,1,High Risk
8625-AZYZY,1,71.49,1,High Risk
2845-HSJCY,1,71.48,1,High Risk
5552-ZNFSJ,1,71.46,1,High Risk
3329-WDIOK,1,71.44,1,High Risk
5119-KEPFY,0,71.43,1,High Risk
1724-BQUHA,1,71.4,1,High Risk
9430-FRQOC,1,71.33,1,High Risk
2219-MVUSO,1,71.32,1,High Risk
0168-XZKBB,0,71.31,1,High Risk
7571-YXDAD,1,71.3,1,High Risk
2799-ARNLO,0,71.27,1,High Risk
0488-GSLFR,1,71.26,1,High Risk
5937-EORGB,0,71.25,1,High Risk
8650-RHRKE,1,71.24,1,High Risk
7599-FKVXZ,1,71.19,1,High Risk
7481-ATQQS,1,71.16,1,High Risk
3943-KDREE,1,71.13,1,High Risk
8999-BOHSE,1,71.13,1,High Risk
7294-TMAOP,1,71.11,1,High Risk
5896-NPFWW,1,71.1,1,High Risk
6651-AZVTJ,1,71.09,1,High Risk
7547-EKNFS,1,71.04,1,High Risk
3765-JXVKY,1,70.95,1,High Risk
1112-CUNAO,1,70.95,1,High Risk
2868-SNELZ,1,70.93,1,High Risk
5561-NWEVX,1,70.89,1,High Risk
0115-TFERT,1,70.87,1,High Risk
5995-SNNEW,0,70.87,1,High Risk
3932-CMDTD,1,70.83,1,High Risk
3799-ISUZQ,1,70.82,1,High Risk
0125-LZQXK,1,70.82,1,High Risk
4285-GYRQC,1,70.77,1,High Risk
0480-BIXDE,0,70.77,1,High Risk
6481-ESCNL,0,70.76,1,High Risk
1084-UQCHV,1,70.71,1,High Risk
2856-NNASM,1,70.7,1,High Risk
9605-WGJVW,0,70.67,1,High Risk
0754-UKWQP,1,70.66,1,High Risk
2979-SXESE,1,70.65,1,High Risk
9734-UYXQI,1,70.64,1,High Risk
1393-IMKZG,0,70.59,1,High Risk
6221-AVQYL,1,70.53,1,High Risk
4257-GAESD,0,70.52,1,High Risk
2037-SGXHH,1,70.51,1,High Risk
6583-QGCSI,1,70.5,1,High Risk
9170-CCKOU,1,70.47,1,High Risk
2034-CGRHZ,1,70.47,1,High Risk
6038-GCYEC,1,70.46,1,High Risk
5760-IFJOZ,0,70.41,1,High Risk
6543-XRMYR,1,70.4,1,High Risk
7392-YYPYJ,0,70.39,1,High Risk
9524-EGPJC,1,70.35,1,High Risk
0709-TVGUR,1,70.34,1,High Risk
8818-XYFCQ,1,70.34,1,High Risk
7802-EFKNY,1,70.34,1,High Risk
5570-PTWEH,1,70.31,1,High Risk
2187-LZGPL,1,70.3,1,High Risk
2683-BPJSO,1,70.28,1,High Risk
0623-IIHUG,1,70.27,1,High Risk
0939-YAPAF,1,70.27,1,High Risk
1981-INRFU,1,70.23,1,High Risk
1324-NLTJE,1,70.23,1,High Risk
5364-XYIRR,1,70.22,1,High Risk
8685-WHQPW,1,70.19,1,High Risk
3565-UNOCC,1,70.14,1,High Risk
4629-NRXKX,1,70.1,1,High Risk
0265-EDXBD,1,70.08,1,High Risk
5099-BAILX,1,70.0,1,High Risk
9490-DFPMD,1,69.96,1,High Risk
3082-VQXNH,0,69.95,1,High Risk
6128-CZOMY,1,69.94,1,High Risk
0875-CABNR,1,69.91,1,High Risk
7354-OIJLX,0,69.88,1,High Risk
1571-SAVHK,1,69.81,1,High Risk
9239-ZBZZV,1,69.74,1,High Risk
3374-LXDEV,1,69.74,1,High Risk
7315-WYOAW,0,69.73,1,High Risk
9874-QLCLH,1,69.69,1,High Risk
3722-WPXTK,1,69.64,1,High Risk
1173-XZPYF,0,69.62,1,High Risk
6390-DSAZX,1,69.6,1,High Risk
3999-QGRJH,1,69.6,1,High Risk
3315-TOTBP,1,69.59,1,High Risk
1320-HTRDR,1,69.57,1,High Risk
7903-CMPEY,1,69.57,1,High Risk
7402-EYFXX,0,69.56,1,High Risk
3177-LASXD,1,69.56,1,High Risk
0067-DKWBL,1,69.54,1,High Risk
3538-WZPHD,1,69.53,1,High Risk
8183-ONMXC,1,69.49,1,High Risk
4572-DVCGN,1,69.48,1,High Risk
4633-MKHYU,0,69.45,1,High Risk
4430-UZIPO,1,69.43,1,High Risk
2013-SGDXK,1,69.43,1,High Risk
2697-NQBPF,0,69.42,1,High Risk
1907-UBQFC,1,69.38,1,High Risk
7595-EUIVN,1,69.33,1,High Risk
5498-TXHLF,1,69.33,1,High Risk
4759-TRPLW,1,69.29,1,High Risk
1518-VOWAV,1,69.27,1,High Risk
0685-MLYYM,1,69.26,1,High Risk
2114-MGINA,1,69.25,1,High Risk
8779-QRDMV,1,69.25,1,High Risk
9540-JYROE,1,69.22,1,High Risk
6230-BSUXY,1,69.19,1,High Risk
7780-OTDSO,1,69.16,1,High Risk
2868-MZAGQ,1,69.13,1,High Risk
0872-NXJYS,1,69.08,1,High Risk
3217-FZDMN,1,69.08,1,High Risk
0324-BRPCJ,1,69.05,1,High Risk
2026-TGDHM,1,69.05,1,High Risk
5835-BEQEU,1,69.05,1,High Risk
8601-QACRS,1,68.99,1,High Risk
0637-YLETY,1,68.98,1,High Risk
8486-AYEQH,0,68.98,1,High Risk
0940-OUQEC,1,68.96,1,High Risk
0674-DGMAQ,0,68.94,1,High Risk
3317-VLGQT,0,68.94,1,High Risk
6599-RCLCJ,1,68.86,1,High Risk
9317-WZPGV,1,68.83,1,High Risk
6595-COKXZ,1,68.83,1,High Risk
4423-YLHDV,1,68.79,1,High Risk
7963-GQRMY,1,68.77,1,High Risk
8901-HJXTF,1,68.76,1,High Risk
6410-LEFEN,1,68.76,1,High Risk
0506-LVNGN,1,68.74,1,High Risk
9269-CQOOL,1,68.72,1,High Risk
0511-JTEOY,1,68.71,1,High Risk
1455-ESIQH,1,68.62,1,High Risk
2956-GGUCQ,1,68.62,1,High Risk
2369-UAPKZ,1,68.6,1,High Risk
9048-JVYVF,1,68.58,1,High Risk
8375-DKEBR,1,68.58,1,High Risk
1740-CSDJP,1,68.57,1,High Risk
5376-DEQCP,1,68.57,1,High Risk
8931-GJJIQ,1,68.57,1,High Risk
5712-PTIWW,1,68.51,1,High Risk
4631-OACRM,1,68.5,1,High Risk
6347-DCUIK,1,68.49,1,High Risk
7181-BQYBV,1,68.48,1,High Risk
6680-WKXRZ,1,68.48,1,High Risk
2608-BHKFN,1,68.42,1,High Risk
9921-ZVRHG,1,68.41,1,High Risk
7126-RBHSD,0,68.4,1,High Risk
0533-BNWKF,1,68.39,1,High Risk
3776-EKTKM,1,68.39,1,High Risk
7181-OQCUT,0,68.38,1,High Risk
3815-SLMEF,1,68.32,1,High Risk
6158-HDPXZ,0,68.31,1,High Risk
7137-RYLPP,1,68.29,1,High Risk
6581-NQCBA,1,68.29,1,High Risk
1335-NTIUC,0,68.28,1,High Risk
2100-BDNSN,1,68.28,1,High Risk
4871-JTKJF,1,68.19,1,High Risk
8775-ERLNB,0,68.17,1,High Risk
0637-UBJRP,1,68.13,1,High Risk
9851-QXEEQ,1,68.12,1,High Risk
3247-ZVOUO,1,68.11,1,High Risk
0187-QSXOE,0,68.09,1,High Risk
6969-MVBAI,0,68.05,1,High Risk
5299-SJCZT,1,68.04,1,High Risk
2856-HYAPG,1,68.02,1,High Risk
9898-KZQDZ,1,68.0,1,High Risk
1522-VVDMG,1,67.98,1,High Risk
2609-IAICY,1,67.98,1,High Risk
7254-IQWOZ,1,67.97,1,High Risk
8992-JQYUN,1,67.94,1,High Risk
4385-GZQXV,1,67.92,1,High Risk
6029-WTIPC,1,67.9,1,High Risk
1196-AMORA,1,67.86,1,High Risk
5281-BUZGT,1,67.83,1,High Risk
2430-USGXP,1,67.83,1,High Risk
0018-NYROU,0,67.82,1,High Risk
8878-HMWBV,1,67.82,1,High Risk
3317-HRTNN,1,67.81,1,High Risk
4290-BSXUX,1,67.78,1,High Risk
8008-HAWED,1,67.77,1,High Risk
9094-AZPHK,0,67.74,1,High Risk
4959-JOSRX,1,67.74,1,High Risk
3096-IZETN,1,67.69,1,High Risk
7890-VYYWG,1,67.68,1,High Risk
5366-IJEQJ,1,67.68,1,High Risk
3707-GNWHM,1,67.67,1,High Risk
6175-IRFIT,0,67.67,1,High Risk
5357-TZHPP,1,67.61,1,High Risk
2865-TCHJW,1,67.57,1,High Risk
1262-OPMFY,1,67.56,1,High Risk
9661-ACXBS,1,67.55,1,High Risk
5536-SLHPM,1,67.52,1,High Risk
0151-ONTOV,1,67.52,1,High Risk
8258-GSTJK,1,67.51,1,High Risk
0362-ZBZWJ,1,67.5,1,High Risk
3295-YVUSR,0,67.49,1,High Risk
7854-FOKSF,1,67.48,1,High Risk
4325-NFSKC,1,67.45,1,High Risk
0895-DQHEW,1,67.42,1,High Risk
9600-UDOPK,1,67.4,1,High Risk
2619-WFQWU,1,67.32,1,High Risk
2058-DCJBE,1,67.32,1,High Risk
5047-LHVLY,1,67.31,1,High Risk
0322-CHQRU,1,67.29,1,High Risk
4361-BKAXE,1,67.28,1,High Risk
2516-VQRRV,1,67.26,1,High Risk
7625-XCQRH,1,67.24,1,High Risk
1660-HSOOQ,1,67.24,1,High Risk
5144-TVGLP,0,67.21,1,High Risk
8808-ELEHO,1,67.21,1,High Risk
1334-FJSVR,1,67.17,1,High Risk
3411-WLRSQ,0,67.16,1,High Risk
5178-LMXOP,1,67.16,1,High Risk
6770-XUAGN,1,67.13,1,High Risk
9801-GDWGV,1,67.09,1,High Risk
0337-CNPZE,1,67.06,1,High Risk
4749-OJKQU,0,66.96,1,High Risk
9432-VOFYX,0,66.96,1,High Risk
6861-XWTWQ,1,66.95,1,High Risk
6242-MBHPK,0,66.89,1,High Risk
4713-LZDRV,1,66.85,1,High Risk
1264-BYWMS,1,66.84,1,High Risk
4398-HSCJH,1,66.83,1,High Risk
4078-SAYYN,1,66.82,1,High Risk
1363-TXLSL,1,66.82,1,High Risk
5519-NPHVG,1,66.8,1,High Risk
8634-MPHTR,1,66.8,1,High Risk
3841-CONLJ,0,66.79,1,High Risk
6705-LXORM,0,66.73,1,High Risk
7089-IVVAZ,1,66.71,1,High Risk
0388-EOPEX,1,66.7,1,High Risk
0148-DCDOS,1,66.65,1,High Risk
6350-XFYGW,0,66.65,1,High Risk
5650-VDUDS,1,66.58,1,High Risk
6402-ZFPPI,1,66.54,1,High Risk
7563-BIUPC,1,66.52,1,High Risk
3551-HUAZH,1,66.51,1,High Risk
6689-TCZHQ,1,66.42,1,High Risk
2373-NTKOD,0,66.42,1,High Risk
3269-ATYWD,1,66.38,1,High Risk
6960-HVYXR,1,66.37,1,High Risk
8519-IMDHU,1,66.37,1,High Risk
5119-NZPTV,0,66.37,1,High Risk
4317-VTEOA,1,66.34,1,High Risk
8679-JOEVF,1,66.25,1,High Risk
8035-PWSEV,0,66.24,1,High Risk
6502-MJQAE,1,66.23,1,High Risk
5228-EXCET,1,66.2,1,High Risk
1689-MRZQR,1,66.2,1,High Risk
0840-DFEZH,0,66.19,1,High Risk
9696-RMYBA,0,66.17,1,High Risk
1894-IGFSG,1,66.15,1,High Risk
1513-XNPPH,1,66.14,1,High Risk
5832-XKAES,1,66.1,1,High Risk
9465-RWMXL,1,66.09,1,High Risk
9117-SHLZX,1,66.08,1,High Risk
7401-RUBNK,0,66.05,1,High Risk
2984-MIIZL,1,66.0,1,High Risk
1640-PLFMP,0,65.97,1,High Risk
2344-JMOGN,1,65.96,1,High Risk
4958-XCBDQ,1,65.95,1,High Risk
0397-GZBBC,1,65.85,1,High Risk
7503-QQRVF,1,65.8,1,High Risk
9957-YODKZ,0,65.79,1,High Risk
7938-OUHIO,1,65.79,1,High Risk
4566-GOLUK,1,65.74,1,High Risk
3426-NIYYL,1,65.74,1,High Risk
1271-SJBGZ,1,65.7,1,High Risk
2123-AGEEN,0,65.69,1,High Risk
4929-BSTRX,1,65.69,1,High Risk
8610-WFCJF,1,65.65,1,High Risk
6356-ELRKD,1,65.56,1,High Risk
9095-HFAFX,1,65.56,1,High Risk
8010-EZLOU,1,65.5,1,High Risk
8565-CLBZW,1,65.49,1,High Risk
3003-CMDUU,0,65.48,1,High Risk
0378-TOVMS,1,65.47,1,High Risk
0139-IVFJG,0,65.46,1,High Risk
2955-BJZHG,1,65.46,1,High Risk
2082-OJVTK,1,65.42,1,High Risk
0836-SEYLU,1,65.41,1,High Risk
9121-PHQSR,0,65.41,1,High Risk
5569-KGJHX,1,65.39,1,High Risk
6168-WFVVF,1,65.38,1,High Risk
7825-GKXMW,1,65.35,1,High Risk
0430-IHCDJ,0,65.33,1,High Risk
3420-YJLQT,0,65.32,1,High Risk
5940-AHUHD,1,65.32,1,High Risk
4307-KTUMW,1,65.23,1,High Risk
1602-IJQQE,1,65.23,1,High Risk
2485-ITVKB,1,65.18,1,High Risk
2057-ZBLPD,1,65.14,1,High Risk
5442-BHQNG,0,65.14,1,High Risk
4484-CGXFK,1,65.1,1,High Risk
7000-WCEVQ,1,65.05,1,High Risk
5650-YLIBA,0,65.05,1,High Risk
2135-DQWAQ,0,64.96,1,High Risk
3640-PHQXK,1,64.91,1,High Risk
8739-WWKDU,1,64.89,1,High Risk
0927-LCSMG,1,64.86,1,High Risk
1853-UDXBW,1,64.84,1,High Risk
1596-BBVTG,1,64.79,1,High Risk
5052-PNLOS,1,64.78,1,High Risk
5453-AXEPF,0,64.72,1,High Risk
2495-INZWQ,1,64.62,1,High Risk
5879-SESNB,0,64.62,1,High Risk
8699-ASUFO,1,64.61,1,High Risk
8806-EAGWC,1,64.6,1,High Risk
5828-AVIPD,1,64.46,1,High Risk
5747-PMBSQ,1,64.46,1,High Risk
2178-PMGCJ,0,64.45,1,High Risk
1587-FKLZB,1,64.45,1,High Risk
7993-PYKOF,1,64.41,1,High Risk
8107-KNCIM,0,64.36,1,High Risk
1550-LOAHA,1,64.31,1,High Risk
3346-BRMIS,1,64.3,1,High Risk
3398-FSHON,1,64.29,1,High Risk
8393-DLHGA,1,64.11,1,High Risk
9136-ALYBR,1,64.1,1,High Risk
0887-HJGAR,1,64.09,1,High Risk
5899-OUVKV,0,64.07,1,High Risk
3757-NJYBX,1,63.97,1,High Risk
5077-DXTCG,1,63.96,1,High Risk
4822-YCXMX,1,63.93,1,High Risk
0524-IAVZO,1,63.9,1,High Risk
6217-TOWGS,0,63.86,1,High Risk
4039-HEUNW,1,63.85,1,High Risk
9578-VRMNM,1,63.84,1,High Risk
2568-BRGYX,1,63.83,1,High Risk
3070-DVEYC,1,63.76,1,High Risk
0576-WNXXC,1,63.76,1,High Risk
6298-QDFNH,1,63.72,1,High Risk
4607-CHPCA,1,63.65,1,High Risk
9912-GVSEQ,1,63.64,1,High Risk
2277-DJJDL,0,63.64,1,High Risk
9828-AOQLM,1,63.49,1,High Risk
3771-PZOBW,0,63.38,1,High Risk
0096-BXERS,0,63.38,1,High Risk
9282-IZGQK,1,63.37,1,High Risk
2506-CLAKW,1,63.35,1,High Risk
4813-HQMGZ,0,63.31,1,High Risk
0581-MDMPW,0,63.3,1,High Risk
3138-BKYAV,1,63.25,1,High Risk
4501-EQDRN,1,63.21,1,High Risk
4929-XIHVW,0,63.19,1,High Risk
0599-XNYDO,0,63.19,1,High Risk
3995-WFCSM,0,63.17,1,High Risk
2215-ZAFGX,0,63.16,1,High Risk
7858-GTZSP,0,63.15,1,High Risk
9717-QEBGU,0,63.15,1,High Risk
3521-SYVOR,1,63.12,1,High Risk
9625-QSTYE,1,63.12,1,High Risk
3094-JOJAI,0,63.11,1,High Risk
2154-KVJFF,1,63.06,1,High Risk
7979-CORPM,1,63.02,1,High Risk
7760-OYPDY,1,62.98,1,High Risk
9692-TUSXH,1,62.95,1,High Risk
9399-APLBT,1,62.94,1,High Risk
8651-ENBZX,1,62.92,1,High Risk
7242-QZLXF,1,62.83,1,High Risk
6715-OFDBP,1,62.8,1,High Risk
2460-FPSYH,1,62.79,1,High Risk
7409-KIUTL,1,62.78,1,High Risk
6986-IJDHX,1,62.77,1,High Risk
6900-PXRMS,1,62.75,1,High Risk
0504-HHAPI,1,62.74,1,High Risk
6906-ANDWJ,1,62.73,1,High Risk
4132-KALRO,0,62.72,1,High Risk
1254-IZEYF,1,62.72,1,High Risk
7801-KICAO,0,62.71,1,High Risk
9611-CTWIH,1,62.7,1,High Risk
4919-IKATY,1,62.7,1,High Risk
1078-TDCRN,0,62.66,1,High Risk
7932-WPTDS,1,62.65,1,High Risk
7442-YGZFK,0,62.64,1,High Risk
2189-WWOEW,1,62.63,1,High Risk
2587-EKXTS,0,62.55,1,High Risk
6210-KBBPI,1,62.55,1,High Risk
5931-FLJJF,1,62.48,1,High Risk
9722-UJOJR,1,62.45,1,High Risk
3791-LGQCY,1,62.44,1,High Risk
0434-CSFON,0,62.42,1,High Risk
8642-GVWRF,1,62.41,1,High Risk
4658-HCOHW,1,62.38,1,High Risk
7641-EUYET,1,62.36,1,High Risk
1197-BVMVG,0,62.35,1,High Risk
3956-MGXOG,0,62.34,1,High Risk
3348-CFRNX,1,62.33,1,High Risk
1450-GALXR,1,62.31,1,High Risk
3672-YITQD,1,62.29,1,High Risk
6877-TJMBR,1,62.29,1,High Risk
4749-VFKVB,1,62.26,1,High Risk
7739-LAXOG,1,62.25,1,High Risk
7245-NIIWQ,0,62.23,1,High Risk
4690-PKDQG,0,62.16,1,High Risk
8868-WOZGU,1,62.12,1,High Risk
4614-NUVZD,1,62.12,1,High Risk
3194-ORPIK,1,62.12,1,High Risk
6633-MPWBS,1,62.1,1,High Risk
5167-GBFRE,1,62.1,1,High Risk
0952-KMEEH,1,62.03,1,High Risk
8066-POXGX,1,62.0,1,High Risk
1833-TCXKK,0,61.98,1,High Risk
5159-YFPKQ,1,61.96,1,High Risk
7562-GSUHK,1,61.92,1,High Risk
1658-TJVOA,0,61.86,1,High Risk
2833-SLKDQ,1,61.84,1,High Risk
1536-HBSWP,0,61.82,1,High Risk
2722-JMONI,1,61.74,1,High Risk
6424-ELEYH,1,61.67,1,High Risk
6608-QQLVK,1,61.66,1,High Risk
0329-GTIAJ,1,61.63,1,High Risk
0818-OCPZO,1,61.63,1,High Risk
4315-MURBD,1,61.61,1,High Risk
1471-GIQKQ,0,61.61,1,High Risk
1028-FFNJK,0,61.6,1,High Risk
0793-TWELN,0,61.58,1,High Risk
6178-KFNHS,1,61.57,1,High Risk
8695-ARGXZ,0,61.55,1,High Risk
7321-PKUYW,1,61.54,1,High Risk
1816-FLZDK,0,61.53,1,High Risk
6845-RGTYS,1,61.49,1,High Risk
2004-OCQXK,1,61.49,1,High Risk
7855-DIWPO,0,61.47,1,High Risk
6899-PPEEA,1,61.46,1,High Risk
1319-YLZJG,0,61.44,1,High Risk
5935-FCCNB,0,61.41,1,High Risk
8644-XLFBW,1,61.39,1,High Risk
1866-RZZQS,1,61.33,1,High Risk
7989-CHGTL,1,61.31,1,High Risk
8993-IZEUX,0,61.24,1,High Risk
2025-JKFWI,1,61.23,1,High Risk
3223-WZWJM,1,61.16,1,High Risk
4432-ADRLB,1,61.14,1,High Risk
6402-EJMWF,0,61.12,1,High Risk
1307-ATKGB,0,61.1,1,High Risk
0468-YRPXN,0,61.05,1,High Risk
6204-IEUXJ,1,60.99,1,High Risk
7112-OPOTK,1,60.93,1,High Risk
2439-LYPMQ,0,60.92,1,High Risk
5136-KCKGI,1,60.9,1,High Risk
5129-JLPIS,0,60.9,1,High Risk
0258-NOKBL,0,60.88,1,High Risk
5606-AMZBO,0,60.87,1,High Risk
2694-CIUMO,0,60.86,1,High Risk
0320-JDNQG,1,60.82,1,High Risk
0822-GAVAP,1,60.82,1,High Risk
2640-PMGFL,1,60.81,1,High Risk
5288-AHOUP,0,60.76,1,High Risk
5609-CEBID,1,60.7,1,High Risk
0302-JOIVN,1,60.67,1,High Risk
2207-NHRJK,1,60.65,1,High Risk
4123-DVHPH,0,60.63,1,High Risk
6101-IMRMM,1,60.51,1,High Risk
5868-CZJDR,1,60.51,1,High Risk
4029-HPFVY,0,60.46,1,High Risk
4770-UEZOX,0,60.42,1,High Risk
4553-DVPZG,0,60.41,1,High Risk
6979-ZNSFF,1,60.36,1,High Risk
2737-YNGYW,1,60.33,1,High Risk
5889-LFOLL,1,60.33,1,High Risk
6507-ZJSUR,0,60.21,1,High Risk
8739-XNIKG,0,60.21,1,High Risk
4013-TLDHQ,1,60.21,1,High Risk
3398-ZOUAA,1,60.19,1,High Risk
6135-OZQVA,0,60.16,1,High Risk
9250-WYPLL,1,60.15,1,High Risk
3751-KTZEL,1,60.12,1,High Risk
8433-WXGNA,1,60.11,1,High Risk
5919-TMRGD,1,60.09,1,High Risk
4636-JGAAI,0,60.09,1,High Risk
3866-MDTUB,1,60.07,1,High Risk
3211-ILJTT,1,60.06,1,High Risk
