CustomerID,Actual Churn,Churn Probability,Predicted Churn,Risk Level
3259-FDWOY,1,38.16,0,Medium Risk
0807-ZABDG,1,12.05,0,Low Risk
5748-RNCJT,1,9.93,0,Low Risk
7739-LAXOG,1,62.25,1,High Risk
9776-CLUJA,1,39.63,0,Medium Risk
6034-ZRYCV,1,15.0,0,Low Risk
2079-FBMZK,1,51.88,1,Medium Risk
6608-QQLVK,1,61.66,1,High Risk
3551-HUAZH,1,66.51,1,High Risk
6302-JGYRJ,1,15.38,0,Low Risk
3685-YLCMQ,1,36.27,0,Medium Risk
8634-MPHTR,1,66.8,1,High Risk
8761-NSOBC,1,32.88,0,Medium Risk
8413-VONUO,1,78.35,1,High Risk
9223-UCPVT,1,77.26,1,High Risk
4351-QLCSU,1,75.73,1,High Risk
5419-JPRRN,1,86.43,1,High Risk
2100-BDNSN,1,68.28,1,High Risk
0488-GSLFR,1,71.26,1,High Risk
9318-NKNFC,1,58.86,1,Medium Risk
9728-FTTVZ,1,75.45,1,High Risk
7254-IQWOZ,1,67.97,1,High Risk
2474-BRUCM,1,58.68,1,Medium Risk
0742-NXBGR,1,75.91,1,High Risk
6110-OHIHY,1,80.17,1,High Risk
5889-LFOLL,1,60.33,1,High Risk
5708-EVONK,1,44.84,0,Medium Risk
8708-XPXHZ,1,77.4,1,High Risk
0616-ATFGB,1,56.63,1,Medium Risk
7016-BPGEU,1,40.14,0,Medium Risk
6876-ADESB,1,15.36,0,Low Risk
1963-SVUCV,1,44.04,0,Medium Risk
0220-EBGCE,1,86.2,1,High Risk
2754-VDLTR,1,80.76,1,High Risk
3190-XFANI,1,46.49,0,Medium Risk
7551-DACSP,1,22.07,0,Low Risk
7235-NXZCP,1,57.54,1,Medium Risk
0520-FDVVT,1,48.19,0,Medium Risk
1444-VVSGW,1,2.55,0,Low Risk
5712-PTIWW,1,68.51,1,High Risk
3315-TOTBP,1,69.59,1,High Risk
6661-HBGWL,1,21.41,0,Low Risk
1518-VOWAV,1,69.27,1,High Risk
5909-ECHUI,1,75.32,1,High Risk
1309-BXVOQ,1,87.97,1,High Risk
9317-WZPGV,1,68.83,1,High Risk
2856-HYAPG,1,68.02,1,High Risk
4488-PSYCG,1,16.35,0,Low Risk
3621-CEOVK,1,88.07,1,High Risk
6906-ANDWJ,1,62.73,1,High Risk
1031-IIDEO,1,85.67,1,High Risk
5832-XKAES,1,66.1,1,High Risk
4701-AHWMW,1,32.19,0,Medium Risk
9210-IAHGH,1,56.92,1,Medium Risk
0023-XUOPT,1,54.66,1,Medium Risk
4592-IWTJI,1,14.86,0,Low Risk
7632-MNYOY,1,22.72,0,Low Risk
6518-LGAOV,1,84.94,1,High Risk
7242-QZLXF,1,62.83,1,High Risk
4576-CSAJH,1,8.98,0,Low Risk
1000-AJSLD,1,35.79,0,Medium Risk
1062-LHZOD,1,83.6,1,High Risk
9600-NAXZN,1,79.62,1,High Risk
6457-USBER,1,77.37,1,High Risk
4662-EKDPQ,1,59.46,1,Medium Risk
9248-OJYKK,1,82.15,1,High Risk
3398-FSHON,1,64.29,1,High Risk
3319-DWOEP,1,92.35,1,High Risk
9259-PACGQ,1,11.21,0,Low Risk
4415-IJZTP,1,79.24,1,High Risk
1465-VINDH,1,88.14,1,High Risk
2810-FTLEM,1,21.52,0,Low Risk
1925-TIBLE,1,83.67,1,High Risk
0818-OCPZO,1,61.63,1,High Risk
1447-GIQMR,1,87.42,1,High Risk
0872-NXJYS,1,69.08,1,High Risk
9412-ARGBX,1,2.18,0,Low Risk
1389-CXMLU,1,56.24,1,Medium Risk
5561-NWEVX,1,70.89,1,High Risk
2737-WFVYW,1,86.69,1,High Risk
2272-QAGFO,1,71.57,1,High Risk
9850-OWRHQ,1,80.02,1,High Risk
3768-NLUBH,1,52.92,1,Medium Risk
8676-TRMJS,1,59.55,1,Medium Risk
7359-SSBJK,1,0.75,0,Low Risk
0685-MLYYM,1,69.26,1,High Risk
8182-PNAGI,1,39.55,0,Medium Risk
7957-RYHQD,1,37.29,0,Medium Risk
2180-DXNEG,1,76.97,1,High Risk
5515-AKOAJ,1,55.35,1,Medium Risk
8976-OQHGT,1,12.4,0,Low Risk
6230-BSUXY,1,69.19,1,High Risk
5294-CDGWY,1,18.74,0,Low Risk
5295-PCJOO,1,19.96,0,Low Risk
9863-JZAIC,1,41.91,0,Medium Risk
7660-HDPJV,1,87.34,1,High Risk
7931-PXHFC,1,19.48,0,Low Risk
3990-QYKBE,1,58.23,1,Medium Risk
4919-MOAVT,1,59.55,1,Medium Risk
3090-HAWSU,1,10.4,0,Low Risk
9820-RMCQV,1,17.48,0,Low Risk
7839-QRKXN,1,27.01,0,Low Risk
5204-QZXPU,1,55.05,1,Medium Risk
4597-ELFTS,1,3.0,0,Low Risk
8450-JOVAH,1,8.0,0,Low Risk
1113-IUJYX,1,31.37,0,Medium Risk
9274-CNFMO,1,80.94,1,High Risk
7758-XKCBS,1,50.92,1,Medium Risk
8992-JQYUN,1,67.94,1,High Risk
0617-AQNWT,1,2.8,0,Low Risk
2446-PLQVO,1,82.62,1,High Risk
3005-NFMTA,1,34.19,0,Medium Risk
8784-CGILN,1,78.74,1,High Risk
5389-FFVKB,1,38.4,0,Medium Risk
8444-WRIDW,1,17.39,0,Low Risk
9451-LPGOO,1,86.14,1,High Risk
5868-YWPDW,1,82.62,1,High Risk
2025-JKFWI,1,61.23,1,High Risk
4078-SAYYN,1,66.82,1,High Risk
9940-HPQPG,1,76.01,1,High Risk
6618-RYATB,1,87.92,1,High Risk
9079-YEXQJ,1,34.47,0,Medium Risk
2685-SREOM,1,73.73,1,High Risk
0402-CQAJN,1,73.09,1,High Risk
6692-UDPJC,1,37.42,0,Medium Risk
1273-MTETI,1,84.57,1,High Risk
5480-HPRRX,1,41.86,0,Medium Risk
0295-PPHDO,1,93.38,1,High Risk
1195-OIYEJ,1,91.01,1,High Risk
5906-CVLHP,1,7.7,0,Low Risk
4501-EQDRN,1,63.21,1,High Risk
2990-HWIML,1,80.44,1,High Risk
7384-GHBPI,1,95.78,1,High Risk
7603-USHJS,1,14.78,0,Low Risk
7234-FECYN,1,51.55,1,Medium Risk
5876-HZVZM,1,5.8,0,Low Risk
1400-MMYXY,1,83.45,1,High Risk
3085-QUOZK,1,53.37,1,Medium Risk
3926-CUQZX,1,55.84,1,Medium Risk
1041-RXHRA,1,32.91,0,Medium Risk
1750-CSKKM,1,37.28,0,Medium Risk
7142-HVGBG,1,72.4,1,High Risk
8267-ZNYVZ,1,30.87,0,Medium Risk
6457-GIRWB,1,77.96,1,High Risk
1450-SKCVI,1,42.47,0,Medium Risk
5570-PTWEH,1,70.31,1,High Risk
6502-MJQAE,1,66.23,1,High Risk
7693-LCKZL,1,38.23,0,Medium Risk
0032-PGELS,1,36.52,0,Medium Risk
6797-LNAQX,1,6.16,0,Low Risk
6394-MFYNG,1,56.21,1,Medium Risk
1564-NTYXF,1,71.94,1,High Risk
8155-IBNHG,1,75.58,1,High Risk
0886-QGENL,1,81.81,1,High Risk
8739-WWKDU,1,64.89,1,High Risk
8685-WHQPW,1,70.19,1,High Risk
4745-LSPLO,1,43.99,0,Medium Risk
8083-YTZES,1,87.65,1,High Risk
7240-FQLHE,1,73.07,1,High Risk
6664-FPDAC,1,27.06,0,Low Risk
0786-VSSUD,1,55.45,1,Medium Risk
3976-BWUCK,1,74.67,1,High Risk
3585-ISXZP,1,72.99,1,High Risk
6583-QGCSI,1,70.5,1,High Risk
4174-LPGTI,1,8.63,0,Low Risk
2108-XWMPY,1,40.72,0,Medium Risk
6304-IJFSQ,1,28.07,0,Low Risk
0093-XWZFY,1,41.48,0,Medium Risk
1980-KXVPM,1,50.42,1,Medium Risk
7703-ZEKEF,1,79.62,1,High Risk
0723-DRCLG,1,88.16,1,High Risk
5482-NUPNA,1,24.45,0,Low Risk
1122-JWTJW,1,54.25,1,Medium Risk
1699-HPSBG,1,21.5,0,Low Risk
8775-CEBBJ,1,77.51,1,High Risk
6894-LFHLY,1,78.24,1,High Risk
0639-TSIQW,1,29.07,0,Low Risk
8361-LTMKD,1,88.04,1,High Risk
7590-VHVEG,0,73.84,1,High Risk
5575-GNVDE,0,6.02,0,Low Risk
7795-CFOCW,0,8.35,0,Low Risk
1452-KIOVK,0,31.23,0,Medium Risk
6713-OKOMC,0,28.57,0,Low Risk
6388-TABGU,0,0.98,0,Low Risk
9763-GRSKD,0,6.42,0,Low Risk
7469-LKBCI,0,3.9,0,Low Risk
8091-TTVAX,0,20.13,0,Low Risk
5129-JLPIS,0,60.9,1,High Risk
3655-SNQYZ,0,5.68,0,Low Risk
8191-XWSZG,0,0.78,0,Low Risk
9959-WOFKT,0,3.3,0,Low Risk
4183-MYFRB,0,45.54,0,Medium Risk
1680-VDCWW,0,12.73,0,Low Risk
3638-WEABW,0,2.42,0,Low Risk
6322-HRPFA,0,0.52,0,Low Risk
6865-JZNKO,0,11.77,0,Low Risk
5248-YGIJN,0,3.22,0,Low Risk
3841-NFECX,0,4.16,0,Low Risk
4929-XIHVW,0,63.19,1,High Risk
6827-IEAUQ,0,4.44,0,Low Risk
7310-EGVHZ,0,13.3,0,Low Risk
3413-BMNZE,0,42.47,0,Medium Risk
6234-RAAPL,0,3.77,0,Low Risk
6572-ADKRS,0,17.51,0,Low Risk
8865-TNMNX,0,18.51,0,Low Risk
9489-DEDVP,0,2.45,0,Low Risk
9867-JCZSP,0,7.33,0,Low Risk
4671-VJLCL,0,1.31,0,Low Risk
4080-IIARD,0,33.92,0,Medium Risk
3714-NTNFO,0,50.81,1,Medium Risk
5948-UJZLF,0,31.99,0,Medium Risk
7639-LIAYI,0,3.39,0,Low Risk
2954-PIBKO,0,2.2,0,Low Risk
8012-SOUDQ,0,56.76,1,Medium Risk
6575-SUVOI,0,40.0,0,Medium Risk
4667-QONEA,0,2.24,0,Low Risk
8769-KKTPH,0,21.78,0,Low Risk
5067-XJQFU,0,20.91,0,Low Risk
3957-SQXML,0,1.14,0,Low Risk
5954-BDFSG,0,6.81,0,Low Risk
0434-CSFON,0,62.42,1,High Risk
1215-FIGMP,0,18.64,0,Low Risk
0526-SXDJP,0,0.37,0,Low Risk
0557-ASKVU,0,4.75,0,Low Risk
5122-CYFXA,0,20.03,0,Low Risk
8627-ZYGSZ,0,12.79,0,Low Risk
3410-YOQBQ,0,1.96,0,Low Risk
3170-NMYVV,0,0.21,0,Low Risk
7410-OIEDU,0,41.31,0,Medium Risk
2273-QCKXA,0,34.28,0,Medium Risk
0731-EBJQB,0,1.79,0,Low Risk
1891-QRQSA,0,2.72,0,Low Risk
8028-PNXHQ,0,0.41,0,Low Risk
5630-AHZIL,0,5.93,0,Low Risk
2673-CXQEU,0,5.23,0,Low Risk
6416-JNVRK,0,1.14,0,Low Risk
5590-ZSKRV,0,1.63,0,Low Risk
0191-ZHSKZ,0,17.61,0,Low Risk
3887-PBQAO,0,2.71,0,Low Risk
8108-UXRQN,0,23.01,0,Low Risk
9919-YLNNG,0,21.99,0,Low Risk
0318-ZOPWS,0,1.47,0,Low Risk
4445-ZJNMU,0,36.18,0,Medium Risk
4808-YNLEU,0,7.12,0,Low Risk
1862-QRWPE,0,0.95,0,Low Risk
2796-NNUFI,0,0.52,0,Low Risk
3016-KSVCP,0,15.5,0,Low Risk
4767-HZZHQ,0,4.61,0,Low Risk
2424-WVHPL,0,31.21,0,Medium Risk
7233-PAHHL,0,1.84,0,Low Risk
6067-NGCEU,0,15.32,0,Low Risk
9848-JQJTX,0,14.0,0,Low Risk
9803-FTJCG,0,0.67,0,Low Risk
3212-KXOCR,0,0.58,0,Low Risk
6380-ARCEH,0,21.31,0,Low Risk
3679-XASPY,0,6.02,0,Low Risk
7123-WQUHX,0,11.05,0,Low Risk
5386-THSLQ,0,2.91,0,Low Risk
6180-YBIQI,0,30.07,0,Medium Risk
6728-DKUCO,0,20.51,0,Low Risk
9750-BOOHV,0,5.29,0,Low Risk
8597-CWYHH,0,33.44,0,Medium Risk
2848-YXSMW,0,0.31,0,Low Risk
4549-ZDQYY,0,1.51,0,Low Risk
5712-AHQNN,0,26.15,0,Low Risk
5256-SKJGO,0,4.84,0,Low Risk
3071-VBYPO,0,11.28,0,Low Risk
9560-BBZXK,0,2.66,0,Low Risk
8402-OOOHJ,0,1.22,0,Low Risk
9445-ZUEQE,0,21.09,0,Low Risk
1091-SOZGA,0,33.44,0,Medium Risk
2928-HLDBA,0,10.97,0,Low Risk
6497-TILVL,0,1.43,0,Low Risk
7219-TLZHO,0,4.24,0,Low Risk
4622-YNKIJ,0,9.15,0,Low Risk
6734-PSBAW,0,0.35,0,Low Risk
3930-ZGWVE,0,48.8,0,Medium Risk
2639-UGMAZ,0,2.11,0,Low Risk
2876-GZYZC,0,46.25,0,Medium Risk
8587-XYZSF,0,1.63,0,Low Risk
7799-LGRDP,0,2.31,0,Low Risk
7850-VWJUU,0,32.54,0,Medium Risk
3774-VBNXY,0,0.62,0,Low Risk
6217-KDYWC,0,1.41,0,Low Risk
3146-MSEGF,0,1.54,0,Low Risk
1095-WGNGG,0,9.51,0,Low Risk
2636-SJDOU,0,16.93,0,Low Risk
1131-QQZEB,0,0.21,0,Low Risk
5716-EZXZN,0,2.77,0,Low Risk
6837-BJYDQ,0,5.51,0,Low Risk
6440-DKQGE,0,2.19,0,Low Risk
3466-BYAVD,0,13.87,0,Low Risk
3780-YVMFA,0,23.31,0,Low Risk
1679-JRFBR,0,25.42,0,Low Risk
9073-ZZIAY,0,2.52,0,Low Risk
3077-RSNTJ,0,13.26,0,Low Risk
6551-GNYDG,0,39.34,0,Medium Risk
9167-APMXZ,0,80.28,1,High Risk
2749-CTKAJ,0,9.16,0,Low Risk
6371-NZYEG,0,10.96,0,Low Risk
7554-NEWDD,0,4.88,0,Low Risk
8992-VONJD,0,7.72,0,Low Risk
4482-EWFMI,0,42.4,0,Medium Risk
4648-YPBTM,0,2.11,0,Low Risk
2907-ILJBN,0,22.57,0,Low Risk
6345-FZOQH,0,0.18,0,Low Risk
5997-OPVFA,0,3.16,0,Low Risk
1159-WFSGR,0,8.35,0,Low Risk
7654-YWJUF,0,10.14,0,Low Risk
6727-IOTLZ,0,6.84,0,Low Risk
5918-VUKWP,0,1.82,0,Low Risk
1744-JHKYS,0,19.91,0,Low Risk
5947-SGKCL,0,30.12,0,Medium Risk
3712-PKXZA,0,0.6,0,Low Risk
6582-OIVSP,0,37.38,0,Medium Risk
5524-KHNJP,0,8.51,0,Low Risk
4827-USJHP,0,33.55,0,Medium Risk
8167-GJLRN,0,28.98,0,Low Risk
0956-SYCWG,0,6.15,0,Low Risk
8017-UVSZU,0,5.49,0,Low Risk
7100-FQPRV,0,4.4,0,Low Risk
2984-RGEYA,0,0.43,0,Low Risk
9680-NIAUV,0,1.81,0,Low Risk
2146-EGVDT,0,0.56,0,Low Risk
2604-IJPDU,0,56.61,1,Medium Risk
9178-JHUVJ,0,0.61,0,Low Risk
6168-YBYNP,0,28.44,0,Low Risk
7255-SSFBC,0,1.33,0,Low Risk
3645-DEYGF,0,2.26,0,Low Risk
9323-HGFWY,0,26.86,0,Low Risk
8544-GOQSH,0,45.22,0,Medium Risk
3363-DTIVD,0,2.26,0,Low Risk
7018-WBJNK,0,10.66,0,Low Risk
9142-KZXOP,0,18.02,0,Low Risk
7674-YTAFD,0,17.24,0,Low Risk
6348-SNFUS,0,1.46,0,Low Risk
1347-KTTTA,0,13.04,0,Low Risk
4195-NZGTA,0,49.22,0,Medium Risk
7157-SMCFK,0,0.03,0,Low Risk
4709-LKHYG,0,10.93,0,Low Risk
2504-DSHIH,0,57.61,1,Medium Risk
0699-NDKJM,0,5.18,0,Low Risk
9286-BHDQG,0,0.64,0,Low Risk
0230-WEQUW,0,0.78,0,Low Risk
2040-LDIWQ,0,2.19,0,Low Risk
6496-JDSSB,0,39.22,0,Medium Risk
4443-EMBNA,0,0.37,0,Low Risk
6469-MRVET,0,19.83,0,Low Risk
5961-VUSRV,0,11.87,0,Low Risk
6778-JFCMK,0,8.01,0,Low Risk
6341-JVQGF,0,5.04,0,Low Risk
4811-JBUVU,0,54.01,1,Medium Risk
0945-TSONX,0,2.09,0,Low Risk
2651-ZCBXV,0,5.89,0,Low Risk
3316-UWXUY,0,7.94,0,Low Risk
7083-MIOPC,0,0.08,0,Low Risk
1984-GPTEH,0,5.35,0,Low Risk
0621-JFHOL,0,17.68,0,Low Risk
9903-LYSAB,0,38.53,0,Medium Risk
9227-UAQFT,0,7.47,0,Low Risk
7301-ABVAD,0,0.45,0,Low Risk
6614-FHDBO,0,2.6,0,Low Risk
7576-ASEJU,0,8.41,0,Low Risk
9058-HRZSV,0,9.18,0,Low Risk
4522-AKYLR,0,21.37,0,Low Risk
0221-WMXNQ,0,54.28,1,Medium Risk
0303-UNCIP,0,8.24,0,Low Risk
0959-WHOKV,0,19.96,0,Low Risk
4075-JFPGR,0,18.81,0,Low Risk
3282-ZISZV,0,10.59,0,Low Risk
3675-YDUPJ,0,25.78,0,Low Risk
4111-BNXIF,0,3.8,0,Low Risk
7017-VFHAY,0,0.53,0,Low Risk
6655-LHBYW,0,5.49,0,Low Risk
5046-NUHWD,0,38.9,0,Medium Risk
7529-ZDFXI,0,23.33,0,Low Risk
7605-BDWDC,0,4.73,0,Low Risk
1950-KSVVJ,0,22.26,0,Low Risk
0123-CRBRT,0,2.26,0,Low Risk
6292-TOSSS,0,0.51,0,Low Risk
3197-ARFOY,0,49.21,0,Medium Risk
7014-ZZXAW,0,0.84,0,Low Risk
7633-MVPUY,0,0.54,0,Low Risk
4716-HHKQH,0,77.87,1,High Risk
3179-GBRWV,0,17.65,0,Low Risk
8645-KWHJO,0,33.93,0,Medium Risk
4130-MZLCC,0,10.1,0,Low Risk
0314-TKOSI,0,5.69,0,Low Risk
8229-MYEJZ,0,12.68,0,Low Risk
2080-SRCDE,0,10.76,0,Low Risk
9577-WJVCQ,0,2.22,0,Low Risk
6202-DYYFX,0,37.09,0,Medium Risk
3808-HFKDE,0,31.06,0,Medium Risk
3727-OWVYD,0,5.23,0,Low Risk
2294-SALNE,0,20.46,0,Low Risk
4847-TAJYI,0,53.7,1,Medium Risk
1563-IWQEX,0,6.52,0,Low Risk
8203-XJZRC,0,16.32,0,Low Risk
6556-DBKZF,0,0.85,0,Low Risk
6851-WEFYX,0,44.19,0,Medium Risk
2985-JUUBZ,0,17.87,0,Low Risk
0895-LMRSF,0,52.77,1,Medium Risk
8266-VBFQL,0,80.26,1,High Risk
8181-YHCMF,0,0.82,0,Low Risk
2240-HSJQD,0,4.48,0,Low Risk
1248-DYXUB,0,0.09,0,Low Risk
4115-BNPJY,0,3.61,0,Low Risk
3167-SNQPL,0,8.01,0,Low Risk
4091-TVOCN,0,4.93,0,Low Risk
1098-TDVUQ,0,25.76,0,Low Risk
7277-OZCGZ,0,37.94,0,Medium Risk
1557-EMYVT,0,5.44,0,Low Risk
2799-ARNLO,0,71.27,1,High Risk
5027-YOCXN,0,32.4,0,Medium Risk
3973-SKMLN,0,0.39,0,Low Risk
6745-JEFZB,0,54.17,1,Medium Risk
9880-TDQAC,0,6.11,0,Low Risk
8705-WZCYL,0,51.04,1,Medium Risk
7102-JJVTX,0,10.72,0,Low Risk
8626-PTQGE,0,1.3,0,Low Risk
4983-CLMLV,0,30.56,0,Medium Risk
5701-YVSVF,0,52.26,1,Medium Risk
5697-GOMBF,0,16.84,0,Low Risk
2739-CACDQ,0,37.78,0,Medium Risk
9385-EHGDO,0,0.59,0,Low Risk
9498-FIMXL,0,9.88,0,Low Risk
2379-GYFLQ,0,28.49,0,Low Risk
2088-IEBAU,0,1.9,0,Low Risk
7982-VCELR,0,26.64,0,Low Risk
6035-BXTTY,0,6.55,0,Low Risk
6885-PKOAM,0,1.58,0,Low Risk
7520-HQWJU,0,0.42,0,Low Risk
9639-BUJXT,0,1.23,0,Low Risk
5924-SNGKP,0,3.55,0,Low Risk
0021-IKXGC,0,75.65,1,High Risk
8966-SNIZF,0,0.12,0,Low Risk
6243-OZGFH,0,37.45,0,Medium Risk
4654-DLAMQ,0,2.2,0,Low Risk
0513-RBGPE,0,3.0,0,Low Risk
5160-UXJED,0,14.25,0,Low Risk
4115-NZRKS,0,81.56,1,High Risk
3351-NGXYI,0,50.56,1,Medium Risk
8984-EYLLL,0,15.74,0,Low Risk
9833-TGFHX,0,31.38,0,Medium Risk
9294-TDIPC,0,6.84,0,Low Risk
5229-DTFYB,0,28.45,0,Low Risk
0104-PPXDV,0,5.3,0,Low Risk
5176-LMJXE,0,1.83,0,Low Risk
3583-KRKMD,0,43.99,0,Medium Risk
9069-LGEUL,0,34.13,0,Medium Risk
7302-ZHMHP,0,31.79,0,Medium Risk
9571-EDEBV,0,21.11,0,Low Risk
3520-FJGCV,0,2.21,0,Low Risk
6563-VRERX,0,7.21,0,Low Risk
6122-EFVKN,0,5.9,0,Low Risk
2805-EDJPQ,0,14.43,0,Low Risk
6862-CQUMB,0,49.29,0,Medium Risk
7156-MXBJE,0,7.01,0,Low Risk
6158-HDPXZ,0,68.31,1,High Risk
2863-IMQDR,0,6.84,0,Low Risk
5686-CMAWK,0,24.73,0,Low Risk
5651-CRHKQ,0,12.28,0,Low Risk
8204-YJCLA,0,1.57,0,Low Risk
6583-SZVGP,0,10.91,0,Low Risk
1708-PBBOA,0,9.0,0,Low Risk
8782-LKFPK,0,48.89,0,Medium Risk
5522-JBWMO,0,10.41,0,Low Risk
3597-MVHJT,0,28.73,0,Low Risk
9774-NRNAU,0,31.22,0,Medium Risk
0224-RLWWD,0,49.54,0,Medium Risk
9967-ATRFS,0,5.7,0,Low Risk
3951-NJCVI,0,39.04,0,Medium Risk
2977-CEBSX,0,1.44,0,Low Risk
0177-PXBAT,0,45.56,0,Medium Risk
2519-ERQOJ,0,34.92,0,Medium Risk
5876-QMYLD,0,3.58,0,Low Risk
2277-AXSDC,0,1.1,0,Low Risk
9442-JTWDL,0,12.82,0,Low Risk
3067-SVMTC,0,1.12,0,Low Risk
5495-GPSRW,0,2.46,0,Low Risk
7606-BPHHN,0,0.21,0,Low Risk
4742-DRORA,0,6.97,0,Low Risk
0111-KLBQG,0,7.7,0,Low Risk
4163-NCJAK,0,2.09,0,Low Risk
5233-AOZUF,0,57.41,1,Medium Risk
5973-EJGDP,0,23.82,0,Low Risk
1996-DBMUS,0,11.15,0,Low Risk
7916-VCCPB,0,16.24,0,Low Risk
4686-GEFRM,0,2.69,0,Low Risk
5249-QYHEX,0,0.32,0,Low Risk
2233-FAGXV,0,6.12,0,Low Risk
5605-IYGFG,0,31.91,0,Medium Risk
7663-ZTEGJ,0,17.77,0,Low Risk
3935-TBRZZ,0,1.51,0,Low Risk
8111-BKVDS,0,24.36,0,Low Risk
2055-SIFSS,0,11.92,0,Low Risk
2806-MLNTI,0,45.13,0,Medium Risk
8734-DKSTZ,0,17.32,0,Low Risk
4360-PNRQB,0,38.42,0,Medium Risk
6152-ONASV,0,3.25,0,Low Risk
7781-HVGMK,0,0.95,0,Low Risk
2181-UAESM,0,49.24,0,Medium Risk
6048-NJXHX,0,2.69,0,Low Risk
2320-SLKMB,0,23.32,0,Low Risk
4980-URKXC,0,1.34,0,Low Risk
4376-KFVRS,0,5.64,0,Low Risk
5886-VLQVU,0,25.02,0,Low Risk
3577-AMVUX,0,27.78,0,Low Risk
0771-WLCLA,0,18.63,0,Low Risk
5628-RKIFK,0,31.48,0,Medium Risk
0206-TBWLC,0,13.46,0,Low Risk
2937-FTHUR,0,7.24,0,Low Risk
1910-FMXJM,0,52.06,1,Medium Risk
0732-OCQOC,0,1.1,0,Low Risk
5168-MSWXT,0,22.83,0,Low Risk
1090-ESELR,0,6.35,0,Low Risk
8592-PLTMQ,0,0.5,0,Low Risk
5760-WRAHC,0,7.37,0,Low Risk
8847-GEOOQ,0,15.9,0,Low Risk
4785-FCIFB,0,0.41,0,Low Risk
8313-NDOIA,0,56.58,1,Medium Risk
5149-CUZUJ,0,7.74,0,Low Risk
0942-KOWSM,0,2.25,0,Low Risk
4237-CLSMM,0,38.43,0,Medium Risk
1452-VOQCH,0,53.3,1,Medium Risk
4719-UMSIY,0,2.11,0,Low Risk
6614-VBEGU,0,21.0,0,Low Risk
1480-BKXGA,0,7.13,0,Low Risk
2996-XAUVF,0,1.39,0,Low Risk
9076-AXYIK,0,8.99,0,Low Risk
5968-XQIVE,0,18.73,0,Low Risk
8896-RAZCR,0,0.9,0,Low Risk
4933-IKULF,0,2.7,0,Low Risk
1304-BCCFO,0,54.05,1,Medium Risk
4104-PVRPS,0,8.26,0,Low Risk
3780-DDGSE,0,11.92,0,Low Risk
4431-EDMIQ,0,10.0,0,Low Risk
0486-LGCCH,0,0.92,0,Low Risk
4612-SSVHJ,0,47.95,0,Medium Risk
5168-MQQCA,0,13.92,0,Low Risk
7971-HLVXI,0,3.58,0,Low Risk
9094-AZPHK,0,67.74,1,High Risk
3649-JPUGY,0,1.38,0,Low Risk
4472-LVYGI,0,30.0,0,Low Risk
3552-CTCYF,0,4.27,0,Low Risk
6778-YSNIH,0,28.71,0,Low Risk
5756-OZRIO,0,2.2,0,Low Risk
6579-JPICP,0,16.26,0,Low Risk
4134-BSXLX,0,6.81,0,Low Risk
0505-SPOOW,0,0.25,0,Low Risk
4374-YMUSQ,0,7.67,0,Low Risk
4513-CXYIX,0,2.6,0,Low Risk
3957-HHLMR,0,2.74,0,Low Risk
7803-XOCCZ,0,2.19,0,Low Risk
5736-YEJAX,0,0.86,0,Low Risk
8981-FJGLA,0,14.49,0,Low Risk
1135-LMECX,0,14.77,0,Low Risk
4332-MUOEZ,0,10.47,0,Low Risk
8535-SFUTN,0,35.19,0,Medium Risk
8677-HDZEE,0,16.93,0,Low Risk
2475-MROZF,0,18.19,0,Low Risk
3482-ABPKK,0,2.52,0,Low Risk
6705-LXORM,0,66.73,1,High Risk
7531-GQHME,0,20.73,0,Low Risk
5174-ITUMV,0,10.24,0,Low Risk
4109-CYRBD,0,17.92,0,Low Risk
0913-XWSCN,0,4.49,0,Low Risk
0750-EBAIU,0,21.51,0,Low Risk
8606-CIQUL,0,4.43,0,Low Risk
3571-DPYUH,0,8.57,0,Low Risk
7601-GNDYK,0,0.25,0,Low Risk
0356-OBMAC,0,3.22,0,Low Risk
8067-NIOYM,0,0.26,0,Low Risk
1403-GYAFU,0,0.02,0,Low Risk
4234-XTNEA,0,55.47,1,Medium Risk
1297-VQDRP,0,8.41,0,Low Risk
5348-CAGXB,0,45.2,0,Medium Risk
0621-HJWXJ,0,9.42,0,Low Risk
5844-QVTAT,0,5.11,0,Low Risk
8905-IAZPF,0,10.8,0,Low Risk
5394-MEITZ,0,6.92,0,Low Risk
6859-QNXIQ,0,1.88,0,Low Risk
2782-LFZVW,0,74.94,1,High Risk
2866-IKBTM,0,21.29,0,Low Risk
7129-AZJDE,0,11.14,0,Low Risk
2560-PPCHE,0,17.7,0,Low Risk
4676-MQUEA,0,21.04,0,Low Risk
8138-EALND,0,6.82,0,Low Risk
3580-HYCSP,0,1.31,0,Low Risk
1352-HNSAW,0,1.05,0,Low Risk
2075-PUEPR,0,0.11,0,Low Risk
1982-FEBTD,0,0.47,0,Low Risk
5791-KAJFD,0,4.15,0,Low Risk
2654-VBVPB,0,12.39,0,Low Risk
1154-HYWWO,0,1.84,0,Low Risk
2501-XWWTZ,0,40.02,0,Medium Risk
3716-UVSPD,0,16.52,0,Low Risk
6815-ABQFQ,0,45.41,0,Medium Risk
7343-EOBEU,0,25.3,0,Low Risk
3701-SFMUH,0,16.17,0,Low Risk
6103-LIANB,0,1.88,0,Low Risk
7319-VENRZ,0,27.42,0,Low Risk
5846-NEQVZ,0,0.92,0,Low Risk
6967-QIQRV,0,9.88,0,Low Risk
